Total_Stops,Price,journey_month,journey_day,dep_hour,dep_mins,arr_hour,arr_mins,dur_hours,dur_minutes,dur_total,air_Air India,air_Business Class Flights,air_GoAir,air_IndiGo,air_Jet Airways,air_Multiple carriers,air_Premium Economy flights,air_SpiceJet,air_Vistara,src_Chennai,src_Delhi,src_Kolkata,src_Mumbai,dest_Cochin,dest_Delhi,dest_Hyderabad,dest_Kolkata,dest_New Delhi
1,16079,5,27,22,50,19,0,20,10,1210,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11507,5,9,21,25,12,35,15,10,910,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12395,3,6,7,30,9,25,25,55,1555,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,22153,3,1,19,35,0,35,5,0,300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10919,6,27,6,45,12,35,29,50,1790,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13759,3,24,21,10,4,45,7,35,455,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6094,4,18,5,10,8,0,2,50,170,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11542,5,21,9,25,13,45,28,20,1700,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,13376,6,9,6,45,4,25,21,40,1300,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,25735,3,1,11,40,10,25,22,45,1365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,17471,3,6,22,50,23,0,24,10,1450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10844,6,9,16,30,23,35,7,5,425,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8372,6,3,19,0,7,40,12,40,760,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3858,6,15,11,35,14,0,2,25,145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,5694,3,15,1,30,4,15,2,45,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,17234,3,3,18,15,18,50,24,35,1475,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11546,4,9,9,25,4,25,19,0,1140,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,8028,3,3,7,0,9,40,2,40,160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,8016,6,15,19,50,22,50,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10413,5,24,20,30,20,25,23,55,1435,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,11948,3,12,11,5,22,10,11,5,665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3205,4,1,10,20,11,50,1,30,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,4423,5,18,13,0,15,50,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4878,3,24,7,0,9,40,2,40,160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,5912,4,15,17,5,22,15,5,10,310,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11411,5,12,5,50,8,55,27,5,1625,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7618,6,24,7,0,21,0,14,0,840,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,7229,4,12,15,15,18,10,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6147,6,27,15,10,20,0,4,50,290,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,14237,6,15,18,25,4,25,10,0,600,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6101,3,21,7,45,13,40,5,55,355,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,12324,5,21,16,50,5,35,12,45,765,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,18387,3,1,6,40,21,55,15,15,915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,10262,6,3,16,0,4,25,12,25,745,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,6,15,9,0,19,0,10,0,600,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,7229,4,21,7,10,10,10,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3807,6,27,22,50,1,20,2,30,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7695,3,21,15,15,1,35,10,20,620,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,12723,5,18,5,50,8,55,27,5,1625,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2175,5,15,13,15,14,45,1,30,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,6628,5,27,9,15,1,30,16,15,975,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13376,6,12,14,35,4,25,13,50,830,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4148,3,27,15,10,17,45,2,35,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,9254,3,27,5,25,4,25,23,0,1380,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,8016,6,24,18,55,22,0,3,5,185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4030,5,1,17,45,20,45,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5198,5,12,17,45,20,45,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4409,4,15,19,55,22,25,2,30,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10082,3,1,13,55,15,25,1,30,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,9663,5,18,14,5,10,5,20,0,1200,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3971,4,3,5,55,8,35,2,40,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,6297,3,15,7,55,10,15,2,20,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3573,5,9,5,55,8,35,2,40,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,10844,5,21,14,5,22,35,8,30,510,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4423,4,27,6,5,8,50,2,45,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,19225,3,6,14,5,21,20,7,15,435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6297,3,12,22,5,0,30,2,25,145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3849,3,6,22,20,0,40,2,20,140,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,15078,3,6,8,0,15,30,7,30,450,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,4205,5,12,19,20,23,45,4,25,265,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5228,5,27,13,20,16,10,2,50,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7408,6,6,7,0,21,0,14,0,840,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,7229,6,9,11,10,14,5,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,10919,6,15,14,35,4,25,13,50,830,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4544,5,1,15,15,18,10,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6540,3,21,8,0,4,25,20,25,1225,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,9483,3,21,19,10,18,50,23,40,1420,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,16079,5,21,10,0,19,0,9,0,540,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13377,6,1,18,15,1,30,7,15,435,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,4823,6,3,18,55,21,50,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,14151,5,15,17,0,10,55,17,55,1075,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6095,5,9,23,30,7,45,8,15,495,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12029,5,27,10,0,19,15,9,15,555,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,4437,4,6,19,0,11,5,16,5,965,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3419,6,27,1,30,4,15,2,45,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3943,4,1,10,10,13,0,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,13542,3,21,14,0,1,35,11,35,695,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,7174,6,27,17,40,23,0,5,20,320,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,7417,3,9,9,10,10,35,1,25,85,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,16704,5,9,13,25,4,25,15,0,900,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4435,3,18,20,45,23,20,2,35,155,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,11432,5,21,9,25,5,35,20,10,1210,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3383,6,21,23,55,2,45,2,50,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4804,4,21,4,40,7,15,2,35,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3383,5,27,4,55,7,45,2,50,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6991,5,24,15,10,20,30,5,20,320,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,10441,5,9,5,0,19,15,38,15,2295,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5073,3,21,7,35,12,0,4,25,265,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7695,3,21,10,20,1,35,15,15,915,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,7480,5,24,20,40,9,25,12,45,765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,6,9,11,30,12,35,25,5,1505,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13817,3,12,22,55,11,25,12,30,750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13067,5,21,9,35,19,10,9,35,575,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1965,6,6,13,15,14,45,1,30,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,6674,6,6,6,50,16,10,9,20,560,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,16172,3,12,5,5,16,55,11,50,710,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,7268,6,24,12,50,19,15,6,25,385,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,17524,3,15,7,0,12,15,5,15,315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7888,5,21,18,0,1,30,7,30,450,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,2754,6,6,19,5,20,35,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,10573,3,3,12,0,23,55,11,55,715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11789,6,9,11,40,19,0,7,20,440,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,13067,5,6,20,25,19,10,22,45,1365,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4238,3,24,0,40,3,25,2,45,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9794,5,21,7,30,19,0,11,30,690,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,7615,3,21,7,5,9,25,26,20,1580,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11664,3,21,10,20,4,25,42,5,2525,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7064,4,1,6,30,19,50,13,20,800,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3809,4,15,19,20,23,45,4,25,265,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3841,6,18,17,10,19,40,2,30,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,6795,5,27,11,40,1,30,13,50,830,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,4565,4,24,15,15,20,5,4,50,290,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12351,3,9,18,35,1,35,7,0,420,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5021,3,18,21,5,0,20,3,15,195,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,10467,5,21,13,5,9,25,20,20,1220,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,6121,4,15,17,0,19,45,2,45,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6300,3,15,17,45,20,5,2,20,140,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,10715,3,1,5,50,8,40,2,50,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5510,5,24,14,15,16,45,2,30,150,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6144,5,3,18,55,22,0,3,5,185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,19329,3,6,19,10,19,45,24,35,1475,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13253,3,6,12,45,19,25,30,40,1840,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,13941,5,12,6,30,19,50,13,20,800,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4488,4,1,20,20,22,55,2,35,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3841,6,3,6,55,9,30,2,35,155,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,7575,5,15,11,25,19,15,7,50,470,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,9968,5,27,16,40,19,15,26,35,1595,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,15129,5,9,13,25,19,0,29,35,1775,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,4864,5,6,7,10,12,40,5,30,330,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7480,6,3,17,20,9,25,16,5,965,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,15867,3,6,7,0,18,50,11,50,710,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,13067,5,21,9,35,22,5,12,30,750,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8366,5,9,16,50,7,55,15,5,905,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,21571,3,3,12,55,19,15,30,20,1820,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4282,5,12,4,55,7,45,2,50,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,13591,5,9,16,55,19,15,26,20,1580,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7927,4,1,20,20,23,25,27,5,1625,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,14714,6,3,15,0,19,0,28,0,1680,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,11087,3,12,18,55,16,10,21,15,1275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,28322,3,1,4,0,7,40,27,40,1660,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9314,5,1,17,0,19,10,26,10,1570,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7060,6,9,15,10,20,0,4,50,290,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,7900,3,1,11,35,14,0,2,25,145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,5678,6,24,2,55,4,20,1,25,85,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,4860,4,24,19,35,0,10,4,35,275,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2017,5,1,5,45,7,15,1,30,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,5069,6,12,8,10,13,0,4,50,290,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9397,6,9,7,10,10,45,27,35,1655,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,5073,4,6,10,35,15,35,5,0,300,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3,15145,3,24,5,55,23,15,17,20,1040,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8099,6,24,9,15,19,15,10,0,600,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,14594,3,6,11,50,19,50,8,0,480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4729,3,27,14,30,17,35,3,5,185,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4804,5,21,22,15,0,50,2,35,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,19644,5,27,11,40,19,0,7,20,440,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,8656,3,27,19,45,19,15,23,30,1410,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13014,6,9,9,40,12,35,26,55,1615,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6442,3,27,6,40,16,10,9,30,570,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12373,5,9,13,0,12,35,23,35,1415,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10539,6,6,9,35,14,25,28,50,1730,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10844,5,21,20,0,9,20,13,20,800,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8452,6,6,17,0,9,5,16,5,965,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,7144,5,18,8,35,22,30,13,55,835,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5126,3,9,20,30,23,20,2,50,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6795,6,12,19,0,1,30,6,30,390,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,8586,5,12,21,10,10,5,12,55,775,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4439,5,18,9,0,11,25,2,25,145,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,6205,3,15,9,35,12,30,2,55,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4284,5,6,0,30,3,25,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,14571,6,6,16,30,23,35,7,5,425,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3807,4,6,19,55,22,25,2,30,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3850,3,6,6,55,9,35,2,40,160,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,8479,5,18,11,35,18,50,7,15,435,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,8073,5,18,9,0,21,0,12,0,720,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3943,6,1,13,0,15,50,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4332,5,9,11,35,14,0,2,25,145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,4174,4,27,17,10,19,40,2,30,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,14594,3,1,11,50,8,55,21,5,1265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,11507,6,3,5,30,19,0,13,30,810,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6093,6,15,7,10,22,30,15,20,920,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,8033,3,24,18,25,21,20,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4823,6,27,16,55,19,55,3,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,13292,6,3,21,25,12,35,15,10,910,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9526,6,15,11,40,19,15,7,35,455,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3815,3,21,22,20,0,40,2,20,140,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3597,6,27,13,15,15,35,2,20,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,13376,6,15,14,35,4,25,13,50,830,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,2017,5,9,5,45,7,15,1,30,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2,11853,3,24,9,25,1,20,15,55,955,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10262,6,12,13,0,19,0,6,0,360,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3859,3,24,9,30,12,5,2,35,155,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,12744,6,9,7,0,5,25,22,25,1345,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,18485,6,1,17,50,1,30,7,40,460,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,13227,5,6,9,50,8,55,23,5,1385,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3597,6,21,19,35,21,55,2,20,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,4804,5,12,15,15,17,45,2,30,150,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4423,6,15,6,5,8,50,2,45,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10262,6,9,15,0,12,35,21,35,1295,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3543,5,6,9,45,12,0,2,15,135,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,4174,4,12,21,25,0,5,2,40,160,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7084,3,9,16,35,22,50,6,15,375,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2,14960,5,15,9,50,8,55,23,5,1385,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,13339,3,24,6,30,16,20,9,50,590,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7229,4,12,8,20,11,20,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6818,5,18,5,5,16,10,11,5,665,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13376,6,6,6,45,4,25,21,40,1300,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6316,6,9,15,0,1,30,10,30,630,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5201,6,18,18,5,21,10,3,5,185,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10958,5,18,23,30,4,35,5,5,305,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3858,6,21,11,35,14,0,2,25,145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,10262,6,9,13,0,19,0,6,0,360,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8996,5,24,9,10,13,15,4,5,245,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,8098,3,27,5,10,19,45,38,35,2315,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3543,5,1,8,20,10,35,2,15,135,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,10529,5,24,7,30,19,0,11,30,690,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,7438,3,21,2,15,18,50,16,35,995,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12373,5,9,14,0,4,25,14,25,865,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4823,5,27,7,10,10,5,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5769,6,21,8,20,11,20,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,9042,3,21,7,0,13,20,6,20,380,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,4697,4,6,17,20,9,25,16,5,965,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10844,5,9,14,5,19,50,5,45,345,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,8420,6,9,4,55,7,45,2,50,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7563,3,6,7,10,16,10,9,0,540,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,7480,5,15,20,40,9,25,12,45,765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4030,5,6,11,10,14,5,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6513,6,12,7,10,22,30,15,20,920,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,8355,6,9,10,20,17,35,7,15,435,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,16655,5,21,15,5,1,30,10,25,625,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,10844,5,18,5,45,18,15,12,30,750,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3873,6,21,17,10,19,40,2,30,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,5224,6,9,15,15,17,45,2,30,150,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
